state,university,citizenship,sex,date,staff
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2022-01-01,27
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2023-01-01,25
Selangor,Universiti Teknologi MARA (UiTM),all,both,2014-01-01,8898
Selangor,Universiti Teknologi MARA (UiTM),all,both,2015-01-01,8975
Selangor,Universiti Teknologi MARA (UiTM),all,both,2016-01-01,8860
Selangor,Universiti Teknologi MARA (UiTM),all,both,2017-01-01,8756
Selangor,Universiti Teknologi MARA (UiTM),all,both,2018-01-01,8659
Selangor,Universiti Teknologi MARA (UiTM),all,both,2019-01-01,8625
Selangor,Universiti Teknologi MARA (UiTM),all,both,2020-01-01,8904
Selangor,Universiti Teknologi MARA (UiTM),all,both,2021-01-01,8957
Selangor,Universiti Teknologi MARA (UiTM),all,both,2022-01-01,8912
Selangor,Universiti Teknologi MARA (UiTM),all,both,2023-01-01,8909
Selangor,Universiti Teknologi MARA (UiTM),all,female,2014-01-01,5708
Selangor,Universiti Teknologi MARA (UiTM),all,female,2015-01-01,5807
Selangor,Universiti Teknologi MARA (UiTM),all,female,2016-01-01,5783
Selangor,Universiti Teknologi MARA (UiTM),all,female,2017-01-01,5744
Selangor,Universiti Teknologi MARA (UiTM),all,female,2018-01-01,5690
Selangor,Universiti Teknologi MARA (UiTM),all,female,2019-01-01,5686
Selangor,Universiti Teknologi MARA (UiTM),all,female,2020-01-01,5883
Selangor,Universiti Teknologi MARA (UiTM),all,female,2021-01-01,5964
Selangor,Universiti Teknologi MARA (UiTM),all,female,2022-01-01,5964
Selangor,Universiti Teknologi MARA (UiTM),all,female,2023-01-01,5973
Selangor,Universiti Teknologi MARA (UiTM),all,male,2014-01-01,3190
Selangor,Universiti Teknologi MARA (UiTM),all,male,2015-01-01,3168
Selangor,Universiti Teknologi MARA (UiTM),all,male,2016-01-01,3077
Selangor,Universiti Teknologi MARA (UiTM),all,male,2017-01-01,3012
Selangor,Universiti Teknologi MARA (UiTM),all,male,2018-01-01,2969
Selangor,Universiti Teknologi MARA (UiTM),all,male,2019-01-01,2939
Selangor,Universiti Teknologi MARA (UiTM),all,male,2020-01-01,3021
Selangor,Universiti Teknologi MARA (UiTM),all,male,2021-01-01,2993
Selangor,Universiti Teknologi MARA (UiTM),all,male,2022-01-01,2948
Selangor,Universiti Teknologi MARA (UiTM),all,male,2023-01-01,2936
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2014-01-01,8602
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2015-01-01,8703
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2016-01-01,8779
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2017-01-01,8695
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2018-01-01,8603
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2019-01-01,8565
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2020-01-01,8849
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2021-01-01,8908
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2022-01-01,8864
Selangor,Universiti Teknologi MARA (UiTM),citizen,both,2023-01-01,8848
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2014-01-01,5546
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2015-01-01,5656
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2016-01-01,5757
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2017-01-01,5727
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2018-01-01,5674
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2019-01-01,5672
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2020-01-01,5869
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2021-01-01,5951
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2022-01-01,5950
Selangor,Universiti Teknologi MARA (UiTM),citizen,female,2023-01-01,5954
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2014-01-01,3056
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2015-01-01,3047
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2016-01-01,3022
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2017-01-01,2968
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2018-01-01,2929
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2019-01-01,2893
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2020-01-01,2980
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2021-01-01,2957
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2022-01-01,2914
Selangor,Universiti Teknologi MARA (UiTM),citizen,male,2023-01-01,2894
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2014-01-01,296
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2015-01-01,272
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2016-01-01,81
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2017-01-01,61
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2018-01-01,56
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2019-01-01,60
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2020-01-01,55
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2021-01-01,49
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2022-01-01,48
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,both,2023-01-01,61
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2014-01-01,162
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2015-01-01,151
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2016-01-01,26
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2017-01-01,17
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2018-01-01,16
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2019-01-01,14
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2020-01-01,14
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2021-01-01,13
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2022-01-01,14
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,female,2023-01-01,19
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2014-01-01,134
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2015-01-01,121
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2016-01-01,55
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2017-01-01,44
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2018-01-01,40
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2019-01-01,46
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2020-01-01,41
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2021-01-01,36
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2022-01-01,34
Selangor,Universiti Teknologi MARA (UiTM),non_citizen,male,2023-01-01,42
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2014-01-01,593
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2015-01-01,595
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2016-01-01,636
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2017-01-01,625
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2018-01-01,691
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2019-01-01,699
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2020-01-01,668
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2021-01-01,671
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2022-01-01,695
Terengganu,Universiti Malaysia Terengganu (UMT),all,both,2023-01-01,647
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2014-01-01,327
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2015-01-01,327
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2016-01-01,363
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2017-01-01,363
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2018-01-01,380
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2019-01-01,383
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2020-01-01,376
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2021-01-01,388
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2022-01-01,399
Terengganu,Universiti Malaysia Terengganu (UMT),all,female,2023-01-01,387
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2014-01-01,266
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2015-01-01,268
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2016-01-01,273
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2017-01-01,262
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2018-01-01,311
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2019-01-01,316
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2020-01-01,292
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2021-01-01,283
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2022-01-01,296
Terengganu,Universiti Malaysia Terengganu (UMT),all,male,2023-01-01,260
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2014-01-01,560
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2015-01-01,567
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2016-01-01,611
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2017-01-01,610
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2018-01-01,637
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2019-01-01,635
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2020-01-01,616
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2021-01-01,629
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2022-01-01,641
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,both,2023-01-01,608
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2014-01-01,320
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2015-01-01,323
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2016-01-01,357
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2017-01-01,360
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2018-01-01,371
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2019-01-01,372
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2020-01-01,366
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2021-01-01,379
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2022-01-01,387
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,female,2023-01-01,377
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2014-01-01,240
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2015-01-01,244
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2016-01-01,254
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2017-01-01,250
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2018-01-01,266
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2019-01-01,263
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2020-01-01,250
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2021-01-01,250
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2022-01-01,254
Terengganu,Universiti Malaysia Terengganu (UMT),citizen,male,2023-01-01,231
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2014-01-01,33
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2015-01-01,28
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2016-01-01,25
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2017-01-01,15
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2018-01-01,54
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2019-01-01,64
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2020-01-01,52
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2021-01-01,42
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2022-01-01,54
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,both,2023-01-01,39
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2014-01-01,7
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2015-01-01,4
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2016-01-01,6
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2017-01-01,3
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2018-01-01,9
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2019-01-01,11
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2020-01-01,10
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2021-01-01,9
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2022-01-01,12
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,female,2023-01-01,10
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2014-01-01,26
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2015-01-01,24
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2016-01-01,19
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2017-01-01,12
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2018-01-01,45
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2019-01-01,53
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2020-01-01,42
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2021-01-01,33
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2022-01-01,42
Terengganu,Universiti Malaysia Terengganu (UMT),non_citizen,male,2023-01-01,29
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2014-01-01,638
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2015-01-01,655
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2016-01-01,631
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2017-01-01,630
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2018-01-01,637
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2019-01-01,711
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2020-01-01,711
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2021-01-01,715
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2022-01-01,743
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,both,2023-01-01,773
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2014-01-01,302
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2015-01-01,316
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2016-01-01,308
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2017-01-01,316
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2018-01-01,321
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2019-01-01,377
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2020-01-01,383
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2021-01-01,386
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2022-01-01,396
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,female,2023-01-01,415
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2014-01-01,336
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2015-01-01,339
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2016-01-01,323
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2017-01-01,314
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2018-01-01,316
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2019-01-01,334
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2020-01-01,328
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2021-01-01,329
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2022-01-01,347
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),all,male,2023-01-01,358
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2014-01-01,563
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2015-01-01,584
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2016-01-01,572
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2017-01-01,573
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2018-01-01,578
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2019-01-01,656
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2020-01-01,655
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2021-01-01,660
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2022-01-01,685
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,both,2023-01-01,714
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2014-01-01,282
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2015-01-01,298
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2016-01-01,296
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2017-01-01,304
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2018-01-01,308
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2019-01-01,364
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2020-01-01,369
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2021-01-01,372
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2022-01-01,382
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,female,2023-01-01,401
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2014-01-01,281
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2015-01-01,286
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2016-01-01,276
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2017-01-01,269
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2018-01-01,270
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2019-01-01,292
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2020-01-01,286
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2021-01-01,288
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2022-01-01,303
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),citizen,male,2023-01-01,313
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2014-01-01,75
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2015-01-01,71
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2016-01-01,59
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2017-01-01,57
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2018-01-01,59
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2019-01-01,55
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2020-01-01,56
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2021-01-01,55
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2022-01-01,58
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,both,2023-01-01,59
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2014-01-01,20
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2015-01-01,18
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2016-01-01,12
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2017-01-01,12
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2018-01-01,13
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2019-01-01,13
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2020-01-01,14
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2021-01-01,14
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2022-01-01,14
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,female,2023-01-01,14
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2014-01-01,55
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2015-01-01,53
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2016-01-01,47
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2017-01-01,45
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2018-01-01,46
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2019-01-01,42
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2020-01-01,42
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2021-01-01,41
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2022-01-01,44
Terengganu,Universiti Sultan Zainal Abidin (UniSZA),non_citizen,male,2023-01-01,45
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2014-01-01,2466
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2015-01-01,2177
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2016-01-01,2237
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2017-01-01,2211
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2018-01-01,2082
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2019-01-01,2102
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2020-01-01,2045
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2021-01-01,2088
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2022-01-01,2037
W.P. Kuala Lumpur,Universiti Malaya (UM),all,both,2023-01-01,2194
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2014-01-01,1192
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2015-01-01,1101
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2016-01-01,1154
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2017-01-01,1168
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2018-01-01,1141
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2019-01-01,1143
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2020-01-01,1114
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2021-01-01,1146
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2022-01-01,1115
W.P. Kuala Lumpur,Universiti Malaya (UM),all,female,2023-01-01,1189
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2014-01-01,1274
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2015-01-01,1076
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2016-01-01,1083
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2017-01-01,1043
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2018-01-01,941
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2019-01-01,959
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2020-01-01,931
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2021-01-01,942
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2022-01-01,922
W.P. Kuala Lumpur,Universiti Malaya (UM),all,male,2023-01-01,1005
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2014-01-01,2055
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2015-01-01,1896
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2016-01-01,1951
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2017-01-01,1939
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2018-01-01,1882
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2019-01-01,1870
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2020-01-01,1839
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2021-01-01,1891
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2022-01-01,1843
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,both,2023-01-01,1933
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2014-01-01,1097
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2015-01-01,1026
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2016-01-01,1076
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2017-01-01,1080
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2018-01-01,1077
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2019-01-01,1067
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2020-01-01,1053
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2021-01-01,1086
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2022-01-01,1051
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,female,2023-01-01,1103
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2014-01-01,958
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2015-01-01,870
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2016-01-01,875
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2017-01-01,859
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2018-01-01,805
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2019-01-01,803
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2020-01-01,786
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2021-01-01,805
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2022-01-01,792
W.P. Kuala Lumpur,Universiti Malaya (UM),citizen,male,2023-01-01,830
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2014-01-01,411
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2015-01-01,281
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2016-01-01,286
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2017-01-01,272
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2018-01-01,200
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2019-01-01,232
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2020-01-01,206
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2021-01-01,197
W.P. Kuala Lumpur,Universiti Malaya (UM),non_citizen,both,2022-01-01,194
